set	sample_id	Drug_Class	ARG_hits	mobile_context_ARG_hits
RM2016_batch03_global10	ERR1725938	aminoglycoside antibiotic	10	5
RM2016_batch03_global10	ERR1725938	carbapenem	5	1
RM2016_batch03_global10	ERR1725938	cephalosporin	6	1
RM2016_batch03_global10	ERR1725938	cephamycin	1	0
RM2016_batch03_global10	ERR1725938	disinfecting agents and antiseptics	15	3
RM2016_batch03_global10	ERR1725938	fluoroquinolone antibiotic	7	2
RM2016_batch03_global10	ERR1725938	glycopeptide antibiotic	18	1
RM2016_batch03_global10	ERR1725938	glycylcycline	2	0
RM2016_batch03_global10	ERR1725938	lincosamide antibiotic	2	1
RM2016_batch03_global10	ERR1725938	macrolide antibiotic	8	3
RM2016_batch03_global10	ERR1725938	nucleoside antibiotic	1	0
RM2016_batch03_global10	ERR1725938	penam	7	1
RM2016_batch03_global10	ERR1725938	phenicol antibiotic	1	0
RM2016_batch03_global10	ERR1725938	phosphonic acid antibiotic	2	0
RM2016_batch03_global10	ERR1725938	rifamycin antibiotic	1	0
RM2016_batch03_global10	ERR1725938	streptogramin A antibiotic	2	1
RM2016_batch03_global10	ERR1725938	streptogramin B antibiotic	2	1
RM2016_batch03_global10	ERR1725938	streptogramin antibiotic	4	2
RM2016_batch03_global10	ERR1725938	sulfonamide antibiotic	1	1
RM2016_batch03_global10	ERR1725938	tetracycline antibiotic	13	3
